sar_pass_id,satellite_id,acquisition_date,grid_cell_id,lat,lng,los_displacement_mm,coherence_index,velocity_mm_day
SAR-2026-0232,Sentinel-1A,2029-10-24,GRID-CELL-112,17.5484,80.6146,-23.77,0.746,-3.96
SAR-2026-0233,Sentinel-1B,2029-10-30,GRID-CELL-113,17.5475,80.6177,-20.78,0.801,-3.46
SAR-2026-0234,Sentinel-1A,2029-11-05,GRID-CELL-114,17.5504,80.6149,-4.95,0.692,-0.83
SAR-2026-0235,Sentinel-1A,2029-11-11,GRID-CELL-115,17.5464,80.6175,-6.71,0.693,-1.12
SAR-2026-0236,Sentinel-1B,2029-11-17,GRID-CELL-116,17.5517,80.6180,-25.55,0.550,-4.26
SAR-2026-0237,Sentinel-1A,2029-11-23,GRID-CELL-117,17.5509,80.6188,-6.87,0.599,-1.15
SAR-2026-0238,Sentinel-1B,2029-11-29,GRID-CELL-118,17.5487,80.6108,-14.41,0.920,-2.40
SAR-2026-0239,Sentinel-1B,2029-12-05,GRID-CELL-119,17.5545,80.6134,-22.56,0.780,-3.76
SAR-2026-0240,Sentinel-1B,2029-12-11,GRID-CELL-100,17.5496,80.6113,-20.75,0.633,-3.46
SAR-2026-0241,Sentinel-1A,2029-12-17,GRID-CELL-101,17.5504,80.6160,-2.71,0.630,-0.45
SAR-2026-0242,Sentinel-1B,2029-12-23,GRID-CELL-102,17.5544,80.6111,-21.27,0.674,-3.54
SAR-2026-0243,Sentinel-1A,2029-12-29,GRID-CELL-103,17.5491,80.6199,-11.59,0.753,-1.93
SAR-2026-0244,Sentinel-1A,2030-01-04,GRID-CELL-104,17.5456,80.6191,-7.96,0.628,-1.33
SAR-2026-0245,Sentinel-1B,2030-01-10,GRID-CELL-105,17.5527,80.6120,-10.15,0.779,-1.69
SAR-2026-0246,Sentinel-1A,2030-01-16,GRID-CELL-106,17.5537,80.6177,-14.73,0.884,-2.46
SAR-2026-0247,Sentinel-1A,2030-01-22,GRID-CELL-107,17.5493,80.6154,-13.50,0.613,-2.25
SAR-2026-0248,Sentinel-1A,2030-01-28,GRID-CELL-108,17.5471,80.6148,-4.27,0.521,-0.71
SAR-2026-0249,Sentinel-1B,2030-02-03,GRID-CELL-109,17.5468,80.6159,-22.10,0.851,-3.68
SAR-2026-0250,Sentinel-1B,2030-02-09,GRID-CELL-110,17.5484,80.6165,-12.71,0.502,-2.12
SAR-2026-0251,Sentinel-1B,2030-02-15,GRID-CELL-111,17.5521,80.6171,-9.39,0.679,-1.57
SAR-2026-0252,Sentinel-1B,2030-02-21,GRID-CELL-112,17.5535,80.6132,-7.44,0.865,-1.24
SAR-2026-0253,Sentinel-1A,2030-02-27,GRID-CELL-113,17.5503,80.6158,-8.24,0.940,-1.37
SAR-2026-0254,Sentinel-1A,2030-03-05,GRID-CELL-114,17.5461,80.6188,-12.07,0.611,-2.01
SAR-2026-0255,Sentinel-1A,2030-03-11,GRID-CELL-115,17.5475,80.6151,-6.19,0.700,-1.03
SAR-2026-0256,Sentinel-1B,2030-03-17,GRID-CELL-116,17.5469,80.6186,-14.23,0.496,-2.37
SAR-2026-0257,Sentinel-1B,2030-03-23,GRID-CELL-117,17.5493,80.6196,-3.94,0.847,-0.66
SAR-2026-0258,Sentinel-1B,2030-03-29,GRID-CELL-118,17.5463,80.6104,-3.17,0.658,-0.53
SAR-2026-0259,Sentinel-1B,2030-04-04,GRID-CELL-119,17.5502,80.6165,-5.90,0.910,-0.98
SAR-2026-0260,Sentinel-1A,2030-04-10,GRID-CELL-100,17.5501,80.6157,-15.31,0.752,-2.55
SAR-2026-0261,Sentinel-1A,2030-04-16,GRID-CELL-101,17.5474,80.6179,-20.76,0.617,-3.46
SAR-2026-0262,Sentinel-1B,2030-04-22,GRID-CELL-102,17.5497,80.6199,-3.99,0.601,-0.67
SAR-2026-0263,Sentinel-1A,2030-04-28,GRID-CELL-103,17.5541,80.6111,-22.39,0.663,-3.73
SAR-2026-0264,Sentinel-1A,2030-05-04,GRID-CELL-104,17.5486,80.6129,-8.52,0.888,-1.42
SAR-2026-0265,Sentinel-1B,2030-05-10,GRID-CELL-105,17.5465,80.6173,-19.60,0.488,-3.27
SAR-2026-0266,Sentinel-1A,2030-05-16,GRID-CELL-106,17.5471,80.6109,-17.95,0.803,-2.99
SAR-2026-0267,Sentinel-1B,2030-05-22,GRID-CELL-107,17.5455,80.6156,-5.67,0.919,-0.94
SAR-2026-0268,Sentinel-1A,2030-05-28,GRID-CELL-108,17.5455,80.6128,-17.68,0.671,-2.95
SAR-2026-0269,Sentinel-1B,2030-06-03,GRID-CELL-109,17.5481,80.6108,-24.06,0.629,-4.01
SAR-2026-0270,Sentinel-1B,2030-06-09,GRID-CELL-110,17.5480,80.6144,-12.22,0.699,-2.04
SAR-2026-0271,Sentinel-1A,2030-06-15,GRID-CELL-111,17.5503,80.6144,-24.95,0.502,-4.16
SAR-2026-0272,Sentinel-1B,2030-06-21,GRID-CELL-112,17.5525,80.6199,-24.78,0.457,-4.13
SAR-2026-0273,Sentinel-1B,2030-06-27,GRID-CELL-113,17.5479,80.6115,-24.05,0.488,-4.01
SAR-2026-0274,Sentinel-1B,2030-07-03,GRID-CELL-114,17.5459,80.6141,-4.45,0.472,-0.74
SAR-2026-0275,Sentinel-1A,2030-07-09,GRID-CELL-115,17.5467,80.6198,-9.22,0.660,-1.54
SAR-2026-0276,Sentinel-1A,2030-07-15,GRID-CELL-116,17.5478,80.6136,-22.74,0.546,-3.79
SAR-2026-0277,Sentinel-1A,2030-07-21,GRID-CELL-117,17.5496,80.6141,-14.26,0.819,-2.38
SAR-2026-0278,Sentinel-1A,2030-07-27,GRID-CELL-118,17.5465,80.6129,-24.93,0.854,-4.16
SAR-2026-0279,Sentinel-1A,2030-08-02,GRID-CELL-119,17.5543,80.6118,-24.38,0.841,-4.06
SAR-2026-0280,Sentinel-1A,2030-08-08,GRID-CELL-100,17.5453,80.6180,-9.45,0.693,-1.57
SAR-2026-0281,Sentinel-1B,2030-08-14,GRID-CELL-101,17.5528,80.6115,-9.74,0.855,-1.62
SAR-2026-0282,Sentinel-1B,2030-08-20,GRID-CELL-102,17.5466,80.6134,-7.55,0.617,-1.26
SAR-2026-0283,Sentinel-1A,2030-08-26,GRID-CELL-103,17.5477,80.6119,-17.80,0.776,-2.97
SAR-2026-0284,Sentinel-1B,2030-09-01,GRID-CELL-104,17.5535,80.6116,-7.62,0.585,-1.27
SAR-2026-0285,Sentinel-1B,2030-09-07,GRID-CELL-105,17.5453,80.6181,-4.65,0.744,-0.78
SAR-2026-0286,Sentinel-1A,2030-09-13,GRID-CELL-106,17.5472,80.6160,-6.29,0.647,-1.05
SAR-2026-0287,Sentinel-1A,2030-09-19,GRID-CELL-107,17.5533,80.6129,-10.98,0.501,-1.83
SAR-2026-0288,Sentinel-1B,2030-09-25,GRID-CELL-108,17.5521,80.6126,-5.39,0.841,-0.90
SAR-2026-0289,Sentinel-1A,2030-10-01,GRID-CELL-109,17.5548,80.6136,-4.71,0.842,-0.79
SAR-2026-0290,Sentinel-1B,2030-10-07,GRID-CELL-110,17.5460,80.6157,-14.72,0.493,-2.45
SAR-2026-0291,Sentinel-1B,2030-10-13,GRID-CELL-111,17.5471,80.6177,-7.76,0.630,-1.29
SAR-2026-0292,Sentinel-1B,2030-10-19,GRID-CELL-112,17.5487,80.6135,-20.28,0.671,-3.38
SAR-2026-0293,Sentinel-1B,2030-10-25,GRID-CELL-113,17.5487,80.6184,-12.76,0.518,-2.13
SAR-2026-0294,Sentinel-1B,2030-10-31,GRID-CELL-114,17.5540,80.6148,-21.86,0.920,-3.64
SAR-2026-0295,Sentinel-1A,2030-11-06,GRID-CELL-115,17.5523,80.6149,-22.95,0.482,-3.82
SAR-2026-0296,Sentinel-1B,2030-11-12,GRID-CELL-116,17.5493,80.6169,-11.42,0.699,-1.90
SAR-2026-0297,Sentinel-1B,2030-11-18,GRID-CELL-117,17.5511,80.6191,-11.43,0.850,-1.91
SAR-2026-0298,Sentinel-1B,2030-11-24,GRID-CELL-118,17.5486,80.6133,-5.23,0.460,-0.87
SAR-2026-0299,Sentinel-1A,2030-11-30,GRID-CELL-119,17.5530,80.6126,-26.18,0.707,-4.36
SAR-2026-0300,Sentinel-1B,2030-12-06,GRID-CELL-100,17.5518,80.6199,-10.97,0.763,-1.83
SAR-2026-0301,Sentinel-1A,2030-12-12,GRID-CELL-101,17.5467,80.6198,-16.90,0.605,-2.82
SAR-2026-0302,Sentinel-1A,2030-12-18,GRID-CELL-102,17.5478,80.6125,-5.97,0.740,-0.99
SAR-2026-0303,Sentinel-1B,2030-12-24,GRID-CELL-103,17.5487,80.6134,-7.40,0.799,-1.23
SAR-2026-0304,Sentinel-1A,2030-12-30,GRID-CELL-104,17.5520,80.6195,-26.91,0.600,-4.49
SAR-2026-0305,Sentinel-1B,2031-01-05,GRID-CELL-105,17.5524,80.6155,-18.31,0.564,-3.05
SAR-2026-0306,Sentinel-1A,2031-01-11,GRID-CELL-106,17.5456,80.6155,-25.34,0.624,-4.22
SAR-2026-0307,Sentinel-1B,2031-01-17,GRID-CELL-107,17.5467,80.6133,-10.92,0.947,-1.82
SAR-2026-0308,Sentinel-1B,2031-01-23,GRID-CELL-108,17.5462,80.6189,-23.32,0.939,-3.89
SAR-2026-0309,Sentinel-1A,2031-01-29,GRID-CELL-109,17.5512,80.6166,-7.79,0.461,-1.30
SAR-2026-0310,Sentinel-1B,2031-02-04,GRID-CELL-110,17.5484,80.6174,-26.40,0.472,-4.40
SAR-2026-0311,Sentinel-1A,2031-02-10,GRID-CELL-111,17.5521,80.6117,-12.19,0.702,-2.03
SAR-2026-0312,Sentinel-1A,2031-02-16,GRID-CELL-112,17.5477,80.6149,-8.57,0.882,-1.43
SAR-2026-0313,Sentinel-1A,2031-02-22,GRID-CELL-113,17.5528,80.6164,-7.92,0.855,-1.32
SAR-2026-0314,Sentinel-1B,2031-02-28,GRID-CELL-114,17.5512,80.6178,-10.24,0.609,-1.71
SAR-2026-0315,Sentinel-1A,2031-03-06,GRID-CELL-115,17.5474,80.6120,-16.78,0.621,-2.80
SAR-2026-0316,Sentinel-1A,2031-03-12,GRID-CELL-116,17.5487,80.6110,-23.61,0.574,-3.94
SAR-2026-0317,Sentinel-1B,2031-03-18,GRID-CELL-117,17.5541,80.6129,-21.23,0.640,-3.54
SAR-2026-0318,Sentinel-1B,2031-03-24,GRID-CELL-118,17.5481,80.6119,-14.69,0.904,-2.45
SAR-2026-0319,Sentinel-1A,2031-03-30,GRID-CELL-119,17.5537,80.6131,-17.32,0.822,-2.89
SAR-2026-0320,Sentinel-1A,2031-04-05,GRID-CELL-100,17.5462,80.6156,-3.50,0.899,-0.58
SAR-2026-0321,Sentinel-1A,2031-04-11,GRID-CELL-101,17.5526,80.6164,-21.78,0.870,-3.63
SAR-2026-0322,Sentinel-1B,2031-04-17,GRID-CELL-102,17.5455,80.6131,-26.12,0.855,-4.35
SAR-2026-0323,Sentinel-1A,2031-04-23,GRID-CELL-103,17.5541,80.6140,-19.77,0.639,-3.29
SAR-2026-0324,Sentinel-1B,2031-04-29,GRID-CELL-104,17.5509,80.6125,-13.23,0.885,-2.21
SAR-2026-0325,Sentinel-1B,2031-05-05,GRID-CELL-105,17.5469,80.6130,-14.45,0.642,-2.41
SAR-2026-0326,Sentinel-1B,2031-05-11,GRID-CELL-106,17.5530,80.6177,-3.93,0.692,-0.66
SAR-2026-0327,Sentinel-1B,2031-05-17,GRID-CELL-107,17.5505,80.6111,-20.72,0.546,-3.45
SAR-2026-0328,Sentinel-1A,2031-05-23,GRID-CELL-108,17.5486,80.6174,-22.32,0.641,-3.72
SAR-2026-0329,Sentinel-1A,2031-05-29,GRID-CELL-109,17.5452,80.6182,-18.32,0.650,-3.05
SAR-2026-0330,Sentinel-1A,2031-06-04,GRID-CELL-110,17.5527,80.6157,-21.59,0.849,-3.60
SAR-2026-0331,Sentinel-1B,2031-06-10,GRID-CELL-111,17.5501,80.6170,-20.34,0.660,-3.39
SAR-2026-0332,Sentinel-1B,2031-06-16,GRID-CELL-112,17.5498,80.6115,-13.53,0.931,-2.25
SAR-2026-0333,Sentinel-1B,2031-06-22,GRID-CELL-113,17.5485,80.6170,-21.36,0.871,-3.56
SAR-2026-0334,Sentinel-1A,2031-06-28,GRID-CELL-114,17.5478,80.6179,-24.25,0.630,-4.04
SAR-2026-0335,Sentinel-1B,2031-07-04,GRID-CELL-115,17.5542,80.6195,-19.96,0.880,-3.33
SAR-2026-0336,Sentinel-1B,2031-07-10,GRID-CELL-116,17.5533,80.6151,-16.46,0.944,-2.74
SAR-2026-0337,Sentinel-1B,2031-07-16,GRID-CELL-117,17.5499,80.6180,-15.58,0.747,-2.60
SAR-2026-0338,Sentinel-1A,2031-07-22,GRID-CELL-118,17.5531,80.6114,-18.84,0.535,-3.14
SAR-2026-0339,Sentinel-1A,2031-07-28,GRID-CELL-119,17.5466,80.6166,-4.24,0.609,-0.71
SAR-2026-0340,Sentinel-1A,2031-08-03,GRID-CELL-100,17.5546,80.6118,-5.41,0.650,-0.90
SAR-2026-0341,Sentinel-1A,2031-08-09,GRID-CELL-101,17.5514,80.6178,-24.13,0.752,-4.02
SAR-2026-0342,Sentinel-1A,2031-08-15,GRID-CELL-102,17.5466,80.6142,-7.74,0.548,-1.29
SAR-2026-0343,Sentinel-1A,2031-08-21,GRID-CELL-103,17.5464,80.6172,-23.97,0.477,-3.99
SAR-2026-0344,Sentinel-1B,2031-08-27,GRID-CELL-104,17.5544,80.6183,-23.28,0.781,-3.88
SAR-2026-0345,Sentinel-1A,2031-09-02,GRID-CELL-105,17.5465,80.6187,-26.01,0.820,-4.33
SAR-2026-0346,Sentinel-1A,2031-09-08,GRID-CELL-106,17.5523,80.6121,-2.28,0.809,-0.38
SAR-2026-0347,Sentinel-1B,2031-09-14,GRID-CELL-107,17.5492,80.6146,-9.05,0.502,-1.51
SAR-2026-0348,Sentinel-1A,2031-09-20,GRID-CELL-108,17.5497,80.6130,-8.82,0.595,-1.47
SAR-2026-0349,Sentinel-1A,2031-09-26,GRID-CELL-109,17.5461,80.6172,-22.92,0.906,-3.82
SAR-2026-0350,Sentinel-1B,2031-10-02,GRID-CELL-110,17.5479,80.6111,-7.05,0.465,-1.18
SAR-2026-0351,Sentinel-1A,2031-10-08,GRID-CELL-111,17.5534,80.6135,-2.08,0.793,-0.35
SAR-2026-0352,Sentinel-1A,2031-10-14,GRID-CELL-112,17.5542,80.6165,-21.10,0.688,-3.52
SAR-2026-0353,Sentinel-1B,2031-10-20,GRID-CELL-113,17.5531,80.6139,-14.96,0.778,-2.49
SAR-2026-0354,Sentinel-1A,2031-10-26,GRID-CELL-114,17.5451,80.6186,-5.68,0.478,-0.95
SAR-2026-0355,Sentinel-1A,2031-11-01,GRID-CELL-115,17.5484,80.6114,-24.73,0.738,-4.12
SAR-2026-0356,Sentinel-1A,2031-11-07,GRID-CELL-116,17.5530,80.6131,-6.78,0.758,-1.13
SAR-2026-0357,Sentinel-1B,2031-11-13,GRID-CELL-117,17.5499,80.6117,-23.57,0.889,-3.93
SAR-2026-0358,Sentinel-1B,2031-11-19,GRID-CELL-118,17.5468,80.6146,-11.08,0.873,-1.85
SAR-2026-0359,Sentinel-1A,2031-11-25,GRID-CELL-119,17.5508,80.6183,-18.81,0.910,-3.13
SAR-2026-0360,Sentinel-1B,2031-12-01,GRID-CELL-100,17.5467,80.6194,-3.51,0.499,-0.58
SAR-2026-0361,Sentinel-1A,2031-12-07,GRID-CELL-101,17.5520,80.6151,-21.47,0.522,-3.58
SAR-2026-0362,Sentinel-1A,2031-12-13,GRID-CELL-102,17.5501,80.6197,-21.10,0.895,-3.52
SAR-2026-0363,Sentinel-1A,2031-12-19,GRID-CELL-103,17.5517,80.6142,-26.46,0.684,-4.41
SAR-2026-0364,Sentinel-1A,2031-12-25,GRID-CELL-104,17.5543,80.6129,-12.26,0.732,-2.04
SAR-2026-0365,Sentinel-1A,2031-12-31,GRID-CELL-105,17.5472,80.6182,-12.14,0.939,-2.02
SAR-2026-0366,Sentinel-1A,2032-01-06,GRID-CELL-106,17.5454,80.6155,-12.87,0.545,-2.15
SAR-2026-0367,Sentinel-1A,2032-01-12,GRID-CELL-107,17.5482,80.6104,-16.44,0.814,-2.74
SAR-2026-0368,Sentinel-1B,2032-01-18,GRID-CELL-108,17.5498,80.6190,-10.10,0.487,-1.68
SAR-2026-0369,Sentinel-1A,2032-01-24,GRID-CELL-109,17.5545,80.6184,-20.67,0.791,-3.45
SAR-2026-0370,Sentinel-1B,2032-01-30,GRID-CELL-110,17.5479,80.6103,-8.53,0.671,-1.42
SAR-2026-0371,Sentinel-1B,2032-02-05,GRID-CELL-111,17.5457,80.6101,-24.37,0.774,-4.06
SAR-2026-0372,Sentinel-1B,2032-02-11,GRID-CELL-112,17.5510,80.6173,-9.99,0.894,-1.67
SAR-2026-0373,Sentinel-1B,2032-02-17,GRID-CELL-113,17.5535,80.6158,-15.50,0.579,-2.58
SAR-2026-0374,Sentinel-1B,2032-02-23,GRID-CELL-114,17.5543,80.6185,-19.44,0.456,-3.24
SAR-2026-0375,Sentinel-1A,2032-02-29,GRID-CELL-115,17.5484,80.6132,-8.40,0.799,-1.40
SAR-2026-0376,Sentinel-1B,2032-03-06,GRID-CELL-116,17.5549,80.6141,-16.43,0.480,-2.74
SAR-2026-0377,Sentinel-1B,2032-03-12,GRID-CELL-117,17.5524,80.6115,-25.60,0.859,-4.27
SAR-2026-0378,Sentinel-1A,2032-03-18,GRID-CELL-118,17.5549,80.6154,-10.61,0.856,-1.77
SAR-2026-0379,Sentinel-1B,2032-03-24,GRID-CELL-119,17.5467,80.6133,-4.49,0.823,-0.75
SAR-2026-0380,Sentinel-1A,2032-03-30,GRID-CELL-100,17.5488,80.6160,-3.01,0.457,-0.50
SAR-2026-0381,Sentinel-1A,2032-04-05,GRID-CELL-101,17.5487,80.6118,-7.65,0.577,-1.28
SAR-2026-0382,Sentinel-1A,2032-04-11,GRID-CELL-102,17.5463,80.6153,-12.88,0.764,-2.15
SAR-2026-0383,Sentinel-1B,2032-04-17,GRID-CELL-103,17.5542,80.6142,-13.15,0.907,-2.19
SAR-2026-0384,Sentinel-1B,2032-04-23,GRID-CELL-104,17.5500,80.6161,-20.89,0.916,-3.48
SAR-2026-0385,Sentinel-1B,2032-04-29,GRID-CELL-105,17.5484,80.6146,-25.93,0.830,-4.32
SAR-2026-0386,Sentinel-1B,2032-05-05,GRID-CELL-106,17.5496,80.6168,-16.48,0.929,-2.75
SAR-2026-0387,Sentinel-1B,2032-05-11,GRID-CELL-107,17.5500,80.6160,-25.64,0.873,-4.27
SAR-2026-0388,Sentinel-1B,2032-05-17,GRID-CELL-108,17.5481,80.6166,-25.82,0.637,-4.30
SAR-2026-0389,Sentinel-1A,2032-05-23,GRID-CELL-109,17.5545,80.6108,-15.11,0.878,-2.52
SAR-2026-0390,Sentinel-1A,2032-05-29,GRID-CELL-110,17.5456,80.6189,-19.09,0.636,-3.18
SAR-2026-0391,Sentinel-1B,2032-06-04,GRID-CELL-111,17.5508,80.6128,-3.90,0.651,-0.65
SAR-2026-0392,Sentinel-1A,2032-06-10,GRID-CELL-112,17.5465,80.6107,-26.73,0.557,-4.46
SAR-2026-0393,Sentinel-1A,2032-06-16,GRID-CELL-113,17.5470,80.6168,-21.37,0.910,-3.56
SAR-2026-0394,Sentinel-1B,2032-06-22,GRID-CELL-114,17.5482,80.6189,-11.03,0.657,-1.84
SAR-2026-0395,Sentinel-1B,2032-06-28,GRID-CELL-115,17.5480,80.6193,-23.29,0.591,-3.88
SAR-2026-0396,Sentinel-1A,2032-07-04,GRID-CELL-116,17.5501,80.6151,-17.03,0.904,-2.84
SAR-2026-0397,Sentinel-1B,2032-07-10,GRID-CELL-117,17.5464,80.6195,-18.95,0.716,-3.16
SAR-2026-0398,Sentinel-1A,2032-07-16,GRID-CELL-118,17.5522,80.6192,-2.33,0.712,-0.39
SAR-2026-0399,Sentinel-1A,2032-07-22,GRID-CELL-119,17.5535,80.6155,-9.43,0.670,-1.57
SAR-2026-0400,Sentinel-1A,2032-07-28,GRID-CELL-100,17.5533,80.6132,-18.18,0.842,-3.03
SAR-2026-0401,Sentinel-1A,2032-08-03,GRID-CELL-101,17.5543,80.6121,-8.93,0.691,-1.49
SAR-2026-0402,Sentinel-1A,2032-08-09,GRID-CELL-102,17.5497,80.6104,-2.01,0.727,-0.33
SAR-2026-0403,Sentinel-1B,2032-08-15,GRID-CELL-103,17.5530,80.6192,-10.18,0.822,-1.70
SAR-2026-0404,Sentinel-1A,2032-08-21,GRID-CELL-104,17.5533,80.6160,-11.29,0.458,-1.88
SAR-2026-0405,Sentinel-1B,2032-08-27,GRID-CELL-105,17.5504,80.6132,-12.11,0.877,-2.02
SAR-2026-0406,Sentinel-1A,2032-09-02,GRID-CELL-106,17.5530,80.6181,-9.57,0.652,-1.59
SAR-2026-0407,Sentinel-1A,2032-09-08,GRID-CELL-107,17.5469,80.6125,-5.48,0.924,-0.91
SAR-2026-0408,Sentinel-1B,2032-09-14,GRID-CELL-108,17.5530,80.6130,-8.89,0.503,-1.48
SAR-2026-0409,Sentinel-1B,2032-09-20,GRID-CELL-109,17.5484,80.6116,-14.65,0.812,-2.44
SAR-2026-0410,Sentinel-1B,2032-09-26,GRID-CELL-110,17.5513,80.6141,-6.84,0.911,-1.14
SAR-2026-0411,Sentinel-1B,2032-10-02,GRID-CELL-111,17.5528,80.6155,-23.11,0.871,-3.85
SAR-2026-0412,Sentinel-1A,2032-10-08,GRID-CELL-112,17.5492,80.6101,-22.53,0.597,-3.76
SAR-2026-0413,Sentinel-1B,2032-10-14,GRID-CELL-113,17.5464,80.6172,-17.57,0.702,-2.93
SAR-2026-0414,Sentinel-1B,2032-10-20,GRID-CELL-114,17.5547,80.6158,-10.28,0.889,-1.71
SAR-2026-0415,Sentinel-1A,2032-10-26,GRID-CELL-115,17.5532,80.6120,-12.39,0.750,-2.06
SAR-2026-0416,Sentinel-1B,2032-11-01,GRID-CELL-116,17.5510,80.6185,-26.52,0.689,-4.42
SAR-2026-0417,Sentinel-1B,2032-11-07,GRID-CELL-117,17.5487,80.6161,-19.22,0.521,-3.20
SAR-2026-0418,Sentinel-1B,2032-11-13,GRID-CELL-118,17.5538,80.6171,-17.15,0.750,-2.86
SAR-2026-0419,Sentinel-1B,2032-11-19,GRID-CELL-119,17.5510,80.6198,-26.10,0.790,-4.35
SAR-2026-0420,Sentinel-1B,2032-11-25,GRID-CELL-100,17.5513,80.6126,-12.23,0.633,-2.04
SAR-2026-0421,Sentinel-1A,2032-12-01,GRID-CELL-101,17.5499,80.6160,-19.52,0.528,-3.25
SAR-2026-0422,Sentinel-1B,2032-12-07,GRID-CELL-102,17.5480,80.6150,-19.39,0.520,-3.23
SAR-2026-0423,Sentinel-1A,2032-12-13,GRID-CELL-103,17.5487,80.6156,-6.06,0.569,-1.01
SAR-2026-0424,Sentinel-1A,2032-12-19,GRID-CELL-104,17.5472,80.6188,-20.52,0.628,-3.42
SAR-2026-0425,Sentinel-1B,2032-12-25,GRID-CELL-105,17.5521,80.6109,-3.84,0.568,-0.64
SAR-2026-0426,Sentinel-1B,2032-12-31,GRID-CELL-106,17.5497,80.6156,-25.92,0.740,-4.32
SAR-2026-0427,Sentinel-1A,2033-01-06,GRID-CELL-107,17.5487,80.6158,-14.80,0.540,-2.47
SAR-2026-0428,Sentinel-1A,2033-01-12,GRID-CELL-108,17.5529,80.6107,-4.58,0.876,-0.76
SAR-2026-0429,Sentinel-1B,2033-01-18,GRID-CELL-109,17.5531,80.6179,-24.85,0.552,-4.14
SAR-2026-0430,Sentinel-1A,2033-01-24,GRID-CELL-110,17.5462,80.6107,-14.98,0.640,-2.50
SAR-2026-0431,Sentinel-1B,2033-01-30,GRID-CELL-111,17.5517,80.6176,-21.27,0.461,-3.54
SAR-2026-0432,Sentinel-1A,2033-02-05,GRID-CELL-112,17.5500,80.6141,-25.35,0.762,-4.23
SAR-2026-0433,Sentinel-1B,2033-02-11,GRID-CELL-113,17.5526,80.6129,-8.04,0.880,-1.34
SAR-2026-0434,Sentinel-1A,2033-02-17,GRID-CELL-114,17.5478,80.6180,-9.81,0.760,-1.64
SAR-2026-0435,Sentinel-1A,2033-02-23,GRID-CELL-115,17.5527,80.6158,-20.72,0.819,-3.45
SAR-2026-0436,Sentinel-1B,2033-03-01,GRID-CELL-116,17.5516,80.6188,-11.85,0.502,-1.97
SAR-2026-0437,Sentinel-1A,2033-03-07,GRID-CELL-117,17.5469,80.6141,-9.30,0.727,-1.55
SAR-2026-0438,Sentinel-1B,2033-03-13,GRID-CELL-118,17.5543,80.6124,-13.69,0.473,-2.28
SAR-2026-0439,Sentinel-1B,2033-03-19,GRID-CELL-119,17.5493,80.6130,-26.36,0.476,-4.39
SAR-2026-0440,Sentinel-1B,2033-03-25,GRID-CELL-100,17.5525,80.6200,-11.43,0.758,-1.91
SAR-2026-0441,Sentinel-1B,2033-03-31,GRID-CELL-101,17.5513,80.6168,-14.76,0.750,-2.46
SAR-2026-0442,Sentinel-1A,2033-04-06,GRID-CELL-102,17.5469,80.6199,-23.29,0.489,-3.88
SAR-2026-0443,Sentinel-1A,2033-04-12,GRID-CELL-103,17.5512,80.6156,-21.12,0.907,-3.52
SAR-2026-0444,Sentinel-1B,2033-04-18,GRID-CELL-104,17.5453,80.6158,-21.04,0.902,-3.51
SAR-2026-0445,Sentinel-1A,2033-04-24,GRID-CELL-105,17.5527,80.6195,-11.72,0.589,-1.95
SAR-2026-0446,Sentinel-1B,2033-04-30,GRID-CELL-106,17.5511,80.6140,-14.29,0.602,-2.38
SAR-2026-0447,Sentinel-1A,2033-05-06,GRID-CELL-107,17.5478,80.6163,-6.83,0.776,-1.14
SAR-2026-0448,Sentinel-1A,2033-05-12,GRID-CELL-108,17.5496,80.6114,-6.45,0.458,-1.07
SAR-2026-0449,Sentinel-1A,2033-05-18,GRID-CELL-109,17.5535,80.6159,-25.87,0.641,-4.31
SAR-2026-0450,Sentinel-1A,2033-05-24,GRID-CELL-110,17.5504,80.6144,-25.70,0.715,-4.28
SAR-2026-0451,Sentinel-1B,2033-05-30,GRID-CELL-111,17.5511,80.6115,-19.19,0.924,-3.20
SAR-2026-0452,Sentinel-1B,2033-06-05,GRID-CELL-112,17.5541,80.6190,-16.31,0.674,-2.72
SAR-2026-0453,Sentinel-1B,2033-06-11,GRID-CELL-113,17.5454,80.6177,-20.06,0.571,-3.34
SAR-2026-0454,Sentinel-1B,2033-06-17,GRID-CELL-114,17.5538,80.6168,-23.13,0.605,-3.85
SAR-2026-0455,Sentinel-1A,2033-06-23,GRID-CELL-115,17.5473,80.6114,-8.31,0.613,-1.39
SAR-2026-0456,Sentinel-1B,2033-06-29,GRID-CELL-116,17.5519,80.6131,-20.90,0.532,-3.48
SAR-2026-0457,Sentinel-1A,2033-07-05,GRID-CELL-117,17.5533,80.6144,-8.26,0.820,-1.38
SAR-2026-0458,Sentinel-1B,2033-07-11,GRID-CELL-118,17.5513,80.6170,-8.11,0.480,-1.35
SAR-2026-0459,Sentinel-1A,2033-07-17,GRID-CELL-119,17.5496,80.6139,-10.14,0.887,-1.69
SAR-2026-0460,Sentinel-1B,2033-07-23,GRID-CELL-100,17.5529,80.6165,-13.08,0.639,-2.18
SAR-2026-0461,Sentinel-1B,2033-07-29,GRID-CELL-101,17.5451,80.6190,-2.49,0.707,-0.42
SAR-2026-0462,Sentinel-1B,2033-08-04,GRID-CELL-102,17.5522,80.6187,-21.70,0.599,-3.62
SAR-2026-0463,Sentinel-1B,2033-08-10,GRID-CELL-103,17.5545,80.6122,-7.75,0.815,-1.29
