reading_id,timestamp,site_id,zone_id,sensor_id,ground_displacement_mm,displacement_rate_mm_hr,tilt_angle_deg,tilt_rate_deg_hr,crack_width_mm,crack_rate_mm_hr,vibration_ppv_mms,soil_moisture_pct,sensor_battery_pct,risk_class
625,2026-01-27T01:00:00.000Z,singareni-s4,zone-a,TL-301,1.53,0.52,0.79,0.06,1.18,0.05,1.02,23,80,Normal
626,2026-01-27T02:00:00.000Z,raniganj-south-slope,zone-c,SN-101,3.53,0.23,0.66,0.11,0.29,0.20,0.37,25,96,Normal
627,2026-01-27T03:00:00.000Z,raniganj-south-slope,zone-b,EX-201,1.52,0.26,0.71,0.00,0.38,0.14,0.10,,98,Normal
628,2026-01-27T04:00:00.000Z,korba-west-bench,zone-a,TL-301,5.13,1.80,2.07,0.25,4.49,0.34,1.23,47,95,Warning
629,2026-01-27T05:00:00.000Z,singareni-s4,zone-a,EX-201,1.82,0.75,0.73,0.08,0.00,0.15,0.10,23,64,Normal
630,2026-01-27T06:00:00.000Z,singareni-s4,zone-d,PZ-401,8.14,1.20,1.59,0.60,2.55,0.54,2.73,53,83,Warning
631,2026-01-27T07:00:00.000Z,korba-west-bench,zone-b,PZ-401,8.50,2.16,1.14,0.39,2.32,0.44,2.30,51,66,Warning
632,2026-01-27T08:00:00.000Z,raniganj-south-slope,zone-b,SN-102,5.93,1.24,0.99,0.18,3.90,0.24,1.46,35,62,Warning
633,2026-01-27T09:00:00.000Z,korba-west-bench,zone-c,PZ-401,9.25,2.01,1.38,0.40,2.37,0.67,2.50,52,61,Warning
634,2026-01-27T10:00:00.000Z,korba-west-bench,zone-d,SN-102,10.73,1.98,0.88,0.51,3.28,0.63,2.84,46,89,Warning
635,2026-01-27T11:00:00.000Z,singareni-s4,zone-b,SN-101,3.38,0.71,0.11,0.05,0.62,0.15,0.16,30,88,Normal
636,2026-01-27T12:00:00.000Z,raniganj-south-slope,zone-b,TL-301,4.31,0.23,0.32,0.01,0.93,0.12,0.92,33,71,Normal
637,2026-01-27T13:00:00.000Z,jharia-open-pit,zone-b,SN-102,28.12,4.27,5.50,0.91,12.43,1.36,2.50,79,94,Critical
638,2026-01-27T14:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,3.72,0.17,0.40,0.03,0.34,0.18,0.78,28,66,Normal
639,2026-01-27T15:00:00.000Z,korba-west-bench,zone-d,EX-201,4.19,0.76,0.79,0.01,0.27,0.17,0.18,28,70,Normal
640,2026-01-27T16:00:00.000Z,jharia-open-pit,zone-a,PZ-401,9.14,1.35,2.16,0.18,4.36,0.57,1.30,41,82,Warning
641,2026-01-27T17:00:00.000Z,singareni-s4,zone-b,PZ-401,16.95,3.85,3.97,1.16,7.21,1.92,4.06,82,98,Critical
642,2026-01-27T18:00:00.000Z,korba-west-bench,zone-c,SN-101,0.97,0.04,0.16,0.06,1.17,0.11,1.18,23,88,Normal
643,2026-01-27T19:00:00.000Z,korba-west-bench,zone-d,SN-101,6.42,2.01,1.22,0.43,2.92,0.53,2.02,49,79,Warning
644,2026-01-27T20:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,3.76,0.15,0.61,0.04,0.84,0.12,0.29,32,71,Normal
645,2026-01-27T21:00:00.000Z,raniganj-south-slope,zone-d,EX-201,1.11,0.74,0.21,0.09,1.49,0.08,0.97,21,71,Normal
646,2026-01-27T22:00:00.000Z,singareni-s4,zone-b,EX-201,1.42,0.34,0.48,0.05,0.32,0.17,0.64,39,85,Normal
647,2026-01-27T23:00:00.000Z,singareni-s4,zone-d,SN-102,2.39,0.70,0.65,0.05,0.12,0.00,0.45,35,94,Normal
648,2026-01-28T00:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.95,0.53,0.27,0.07,1.31,0.07,0.18,16,74,Normal
649,2026-01-28T01:00:00.000Z,singareni-s4,zone-a,PZ-401,2.95,0.68,0.36,0.14,0.64,0.15,0.11,16,78,Normal
650,2026-01-28T02:00:00.000Z,raniganj-south-slope,zone-a,SN-101,4.12,0.70,0.72,0.12,0.01,0.16,0.01,35,83,Normal
651,2026-01-28T03:00:00.000Z,jharia-open-pit,zone-d,SN-101,2.55,0.75,0.10,0.06,1.41,0.05,0.89,39,93,Normal
652,2026-01-28T04:00:00.000Z,korba-west-bench,zone-c,PZ-401,20.14,5.90,4.82,0.57,5.22,0.90,4.55,77,95,Critical
653,2026-01-28T05:00:00.000Z,singareni-s4,zone-d,SN-101,19.70,3.39,5.31,0.82,12.95,2.02,6.25,74,69,Critical
654,2026-01-28T06:00:00.000Z,korba-west-bench,zone-c,SN-102,19.22,6.46,2.90,1.22,9.30,2.01,4.39,69,84,Critical
655,2026-01-28T07:00:00.000Z,jharia-open-pit,zone-d,SN-102,1.62,0.37,0.58,0.06,1.43,0.11,1.17,28,96,Normal
656,2026-01-28T08:00:00.000Z,korba-west-bench,zone-c,PZ-401,1.05,0.79,0.66,0.01,1.45,0.01,0.92,27,64,Normal
657,2026-01-28T09:00:00.000Z,jharia-open-pit,zone-d,TL-301,10.78,2.40,1.43,0.59,4.36,0.23,1.45,61,76,Warning
658,2026-01-28T10:00:00.000Z,jharia-open-pit,zone-d,PZ-401,1.35,0.30,0.67,0.11,0.30,0.00,0.93,34,60,Normal
659,2026-01-28T11:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,18.49,5.57,2.76,1.49,12.96,1.78,4.18,80,63,Critical
660,2026-01-28T12:00:00.000Z,raniganj-south-slope,zone-d,PZ-401,0.57,0.15,0.40,0.04,0.95,0.10,0.53,27,70,Normal
661,2026-01-28T13:00:00.000Z,jharia-open-pit,zone-d,EX-201,4.28,0.18,0.28,0.07,1.06,0.03,0.47,23,95,Normal
662,2026-01-28T14:00:00.000Z,korba-west-bench,zone-c,SN-101,28.75,2.61,3.56,1.46,11.76,0.83,3.60,92,73,Critical
663,2026-01-28T15:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.61,0.07,0.60,0.03,0.75,0.09,0.49,38,69,Normal
664,2026-01-28T16:00:00.000Z,jharia-open-pit,zone-a,SN-101,2.49,0.72,0.40,0.02,0.96,0.14,0.29,33,85,Normal
665,2026-01-28T17:00:00.000Z,raniganj-south-slope,zone-d,EX-201,0.23,0.35,0.35,0.08,0.37,0.19,0.08,16,61,Normal
666,2026-01-28T18:00:00.000Z,raniganj-south-slope,zone-c,SN-102,3.05,0.24,0.60,0.02,1.40,0.04,0.76,25,79,Normal
667,2026-01-28T19:00:00.000Z,singareni-s4,zone-d,TL-301,7.28,1.23,1.28,0.27,3.50,0.63,1.42,43,74,Warning
668,2026-01-28T20:00:00.000Z,singareni-s4,zone-b,EX-201,1.11,0.72,0.47,0.00,0.90,0.08,1.09,16,89,Normal
669,2026-01-28T21:00:00.000Z,raniganj-south-slope,zone-b,SN-102,3.94,0.21,0.42,0.15,1.27,0.18,0.32,35,80,Normal
670,2026-01-28T22:00:00.000Z,korba-west-bench,zone-c,PZ-401,10.51,1.16,0.86,0.21,4.41,0.42,2.54,56,90,Warning
671,2026-01-28T23:00:00.000Z,singareni-s4,zone-a,SN-102,5.90,2.29,1.43,0.29,1.55,0.70,1.64,58,80,Warning
672,2026-01-29T00:00:00.000Z,singareni-s4,zone-c,TL-301,3.24,0.51,0.52,0.06,1.06,0.19,1.13,32,78,Normal
673,2026-01-29T01:00:00.000Z,jharia-open-pit,zone-d,SN-101,0.10,0.74,0.15,0.09,0.82,0.06,0.87,32,67,Normal
674,2026-01-29T02:00:00.000Z,raniganj-south-slope,zone-d,SN-101,2.35,0.14,0.05,0.14,0.19,0.09,1.07,24,66,Normal
675,2026-01-29T03:00:00.000Z,singareni-s4,zone-a,PZ-401,2.35,0.77,0.75,0.00,0.59,0.06,0.39,17,93,Normal
676,2026-01-29T04:00:00.000Z,jharia-open-pit,zone-b,TL-301,11.14,1.97,2.07,0.41,4.67,0.66,2.69,45,75,Warning
677,2026-01-29T05:00:00.000Z,jharia-open-pit,zone-a,PZ-401,2.10,0.72,0.18,0.09,1.14,0.01,0.87,24,83,Normal
678,2026-01-29T06:00:00.000Z,jharia-open-pit,zone-a,EX-201,0.03,0.33,0.65,0.09,1.32,0.05,0.30,36,93,Normal
679,2026-01-29T07:00:00.000Z,jharia-open-pit,zone-d,SN-102,3.18,0.23,0.37,0.13,0.19,0.01,0.86,32,78,Normal
680,2026-01-29T08:00:00.000Z,raniganj-south-slope,zone-b,SN-102,3.74,0.75,0.25,0.01,0.33,0.02,0.82,34,74,Normal
681,2026-01-29T09:00:00.000Z,jharia-open-pit,zone-c,PZ-401,10.52,0.88,1.53,0.45,2.91,0.35,1.93,43,84,Warning
682,2026-01-29T10:00:00.000Z,jharia-open-pit,zone-d,SN-102,1.09,0.18,0.78,0.09,0.51,0.04,0.57,22,80,Normal
683,2026-01-29T11:00:00.000Z,jharia-open-pit,zone-a,SN-102,14.31,4.01,4.02,0.91,9.04,2.32,5.30,90,65,Critical
684,2026-01-29T12:00:00.000Z,raniganj-south-slope,zone-b,EX-201,3.11,0.68,0.49,0.15,0.39,0.11,0.80,26,90,Normal
685,2026-01-29T13:00:00.000Z,korba-west-bench,zone-c,TL-301,3.87,0.28,0.32,0.11,1.15,0.08,0.45,17,69,Normal
686,2026-01-29T14:00:00.000Z,jharia-open-pit,zone-d,SN-101,25.74,5.99,3.75,1.55,12.70,1.43,4.18,55,96,Critical
687,2026-01-29T15:00:00.000Z,korba-west-bench,zone-d,TL-301,10.57,1.93,2.40,0.26,2.70,0.69,2.90,39,68,Warning
688,2026-01-29T16:00:00.000Z,singareni-s4,zone-d,SN-101,0.22,0.39,0.19,0.05,0.65,0.09,1.10,35,70,Normal
689,2026-01-29T17:00:00.000Z,korba-west-bench,zone-b,SN-101,0.71,0.18,0.12,0.14,1.14,0.14,0.09,32,63,Normal
690,2026-01-29T18:00:00.000Z,jharia-open-pit,zone-a,SN-101,4.21,0.16,0.22,0.13,1.43,0.16,0.16,,88,Normal
691,2026-01-29T19:00:00.000Z,singareni-s4,zone-d,TL-301,4.26,0.68,0.76,0.08,0.68,0.08,0.71,28,96,Normal
692,2026-01-29T20:00:00.000Z,raniganj-south-slope,zone-a,TL-301,3.96,0.25,0.69,0.14,1.16,0.06,0.54,34,93,Normal
693,2026-01-29T21:00:00.000Z,korba-west-bench,zone-c,SN-102,4.16,0.35,0.02,0.12,0.03,0.14,0.26,15,77,Normal
694,2026-01-29T22:00:00.000Z,singareni-s4,zone-d,EX-201,8.76,1.59,1.81,0.35,3.58,0.72,2.39,40,88,Warning
695,2026-01-29T23:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,1.34,0.56,0.74,0.10,0.92,0.15,0.23,24,68,Normal
696,2026-01-30T00:00:00.000Z,korba-west-bench,zone-c,TL-301,3.41,0.73,0.35,0.07,1.13,0.09,0.32,15,68,Normal
697,2026-01-30T01:00:00.000Z,singareni-s4,zone-c,SN-101,4.25,0.44,0.29,0.10,1.39,0.14,0.29,27,67,Normal
698,2026-01-30T02:00:00.000Z,korba-west-bench,zone-a,SN-102,2.07,0.66,0.31,0.01,0.82,0.02,1.16,30,87,Normal
699,2026-01-30T03:00:00.000Z,jharia-open-pit,zone-a,TL-301,2.52,0.66,0.16,0.05,1.10,0.17,0.43,35,61,Normal
700,2026-01-30T04:00:00.000Z,singareni-s4,zone-a,EX-201,1.96,0.18,0.34,0.09,1.06,0.16,0.98,16,74,Normal
701,2026-01-30T05:00:00.000Z,singareni-s4,zone-a,TL-301,2.97,0.03,0.52,0.12,0.68,0.08,0.49,28,71,Normal
702,2026-01-30T06:00:00.000Z,korba-west-bench,zone-d,SN-101,28.62,2.65,3.65,0.63,11.80,2.46,4.84,67,60,Critical
703,2026-01-30T07:00:00.000Z,jharia-open-pit,zone-c,SN-102,0.05,0.05,0.02,0.10,1.24,0.17,0.30,27,71,Normal
704,2026-01-30T08:00:00.000Z,jharia-open-pit,zone-d,PZ-401,2.92,0.28,0.39,0.03,1.12,0.08,0.53,21,69,Normal
705,2026-01-30T09:00:00.000Z,raniganj-south-slope,zone-b,SN-102,5.15,2.02,1.87,0.28,4.19,0.45,2.91,44,80,Warning
706,2026-01-30T10:00:00.000Z,raniganj-south-slope,zone-b,TL-301,8.71,1.18,1.88,0.27,3.04,0.54,1.89,49,66,Warning
707,2026-01-30T11:00:00.000Z,raniganj-south-slope,zone-b,SN-102,0.75,0.43,0.29,0.14,0.93,0.12,0.13,38,64,Normal
708,2026-01-30T12:00:00.000Z,raniganj-south-slope,zone-b,SN-101,2.67,0.17,0.20,0.01,0.49,0.11,0.82,21,65,Normal
709,2026-01-30T13:00:00.000Z,raniganj-south-slope,zone-d,SN-102,1.38,0.43,0.08,0.11,0.21,0.12,0.53,39,77,Normal
710,2026-01-30T14:00:00.000Z,singareni-s4,zone-b,PZ-401,4.04,0.65,0.80,0.02,0.00,0.01,0.65,23,93,Normal
711,2026-01-30T15:00:00.000Z,singareni-s4,zone-b,SN-101,11.31,2.01,2.00,0.24,4.63,0.20,2.64,63,68,Warning
712,2026-01-30T16:00:00.000Z,raniganj-south-slope,zone-d,EX-201,2.21,0.23,0.38,0.12,0.30,0.09,0.15,32,89,Normal
713,2026-01-30T17:00:00.000Z,jharia-open-pit,zone-c,SN-101,2.38,0.73,0.02,0.12,0.18,0.03,1.05,37,97,Normal
714,2026-01-30T18:00:00.000Z,raniganj-south-slope,zone-a,SN-102,27.88,5.45,2.69,0.80,6.58,1.19,5.20,85,72,Critical
715,2026-01-30T19:00:00.000Z,singareni-s4,zone-d,SN-102,3.54,0.56,0.46,0.03,0.81,0.19,0.21,19,93,Normal
716,2026-01-30T20:00:00.000Z,jharia-open-pit,zone-a,SN-102,3.19,0.23,0.75,0.04,1.08,0.09,0.48,17,70,Normal
717,2026-01-30T21:00:00.000Z,raniganj-south-slope,zone-a,SN-101,5.86,2.21,1.31,0.28,3.43,0.36,2.53,37,77,Warning
718,2026-01-30T22:00:00.000Z,jharia-open-pit,zone-a,EX-201,1.60,0.36,0.52,0.12,0.72,0.08,0.64,32,79,Normal
719,2026-01-30T23:00:00.000Z,jharia-open-pit,zone-b,EX-201,4.48,0.44,0.47,0.03,1.46,0.17,0.25,16,81,Normal
720,2026-01-31T00:00:00.000Z,singareni-s4,zone-b,SN-102,2.98,0.02,0.15,0.13,1.09,0.11,1.17,33,92,Normal
721,2026-01-31T01:00:00.000Z,singareni-s4,zone-c,EX-201,1.77,0.46,0.16,0.11,0.65,0.02,0.63,36,84,Normal
722,2026-01-31T02:00:00.000Z,jharia-open-pit,zone-d,PZ-401,2.90,0.01,0.49,0.06,0.36,0.02,0.46,33,83,Normal
723,2026-01-31T03:00:00.000Z,singareni-s4,zone-c,EX-201,1.96,0.68,0.10,0.01,0.36,0.00,0.32,20,71,Normal
724,2026-01-31T04:00:00.000Z,korba-west-bench,zone-d,TL-301,0.05,0.70,0.63,0.03,1.36,0.16,0.81,30,85,Normal
725,2026-01-31T05:00:00.000Z,singareni-s4,zone-b,PZ-401,2.54,0.67,0.58,0.08,1.19,0.08,0.26,19,96,Normal
726,2026-01-31T06:00:00.000Z,korba-west-bench,zone-c,SN-101,1.15,0.25,0.33,0.13,0.22,0.05,0.96,27,97,Normal
727,2026-01-31T07:00:00.000Z,singareni-s4,zone-b,EX-201,27.65,5.16,4.75,1.50,9.22,1.82,3.80,91,83,Critical
728,2026-01-31T08:00:00.000Z,korba-west-bench,zone-a,EX-201,3.88,0.66,0.64,0.05,0.35,0.13,0.53,15,87,Normal
729,2026-01-31T09:00:00.000Z,singareni-s4,zone-c,SN-101,2.06,0.61,0.38,0.06,0.93,0.15,0.29,26,86,Normal
730,2026-01-31T10:00:00.000Z,singareni-s4,zone-b,EX-201,1.15,0.62,0.67,0.10,0.95,0.11,1.15,30,91,Normal
731,2026-01-31T11:00:00.000Z,singareni-s4,zone-b,SN-101,9.53,2.30,2.27,0.54,1.85,0.25,2.01,60,69,Warning
732,2026-01-31T12:00:00.000Z,raniganj-south-slope,zone-a,SN-101,0.82,0.07,0.63,0.05,0.07,0.17,1.01,36,99,Normal
733,2026-01-31T13:00:00.000Z,korba-west-bench,zone-c,PZ-401,8.68,2.17,1.12,0.52,2.31,0.41,2.95,63,93,Warning
734,2026-01-31T14:00:00.000Z,raniganj-south-slope,zone-a,SN-101,4.41,0.18,0.31,0.08,0.16,0.09,1.14,28,66,Normal
735,2026-01-31T15:00:00.000Z,korba-west-bench,zone-c,TL-301,10.04,1.20,1.40,0.44,2.59,0.49,2.90,,83,Warning
736,2026-01-31T16:00:00.000Z,korba-west-bench,zone-a,SN-101,27.35,2.56,3.06,1.18,6.26,1.37,5.56,78,68,Critical
737,2026-01-31T17:00:00.000Z,singareni-s4,zone-a,EX-201,23.15,6.18,2.60,1.05,12.62,1.05,5.73,82,76,Critical
738,2026-01-31T18:00:00.000Z,korba-west-bench,zone-d,EX-201,3.66,0.46,0.38,0.10,0.89,0.08,0.94,25,60,Normal
739,2026-01-31T19:00:00.000Z,raniganj-south-slope,zone-b,PZ-401,6.34,1.91,1.73,0.33,3.73,0.46,2.54,57,72,Warning
740,2026-01-31T20:00:00.000Z,raniganj-south-slope,zone-b,TL-301,1.22,0.43,0.08,0.14,0.73,0.11,1.00,33,62,Normal
741,2026-01-31T21:00:00.000Z,singareni-s4,zone-b,EX-201,4.48,0.41,0.73,0.01,0.44,0.11,1.17,18,74,Normal
742,2026-01-31T22:00:00.000Z,jharia-open-pit,zone-c,EX-201,7.83,1.07,0.99,0.15,4.27,0.60,2.23,45,70,Warning
743,2026-01-31T23:00:00.000Z,korba-west-bench,zone-b,EX-201,5.56,0.81,1.23,0.55,3.90,0.29,2.33,56,69,Warning
744,2026-02-01T00:00:00.000Z,korba-west-bench,zone-c,SN-101,3.14,0.00,0.01,0.10,0.59,0.09,0.14,27,80,Normal
745,2026-02-01T01:00:00.000Z,korba-west-bench,zone-a,SN-102,2.59,0.23,0.21,0.14,0.76,0.06,0.31,37,84,Normal
746,2026-02-01T02:00:00.000Z,singareni-s4,zone-a,SN-102,5.83,2.26,1.45,0.34,3.76,0.35,1.42,58,70,Warning
747,2026-02-01T03:00:00.000Z,raniganj-south-slope,zone-d,SN-101,4.37,0.37,0.41,0.06,1.12,0.20,0.41,39,67,Normal
748,2026-02-01T04:00:00.000Z,jharia-open-pit,zone-b,TL-301,5.08,1.51,1.99,0.17,1.58,0.25,2.23,56,77,Warning
749,2026-02-01T05:00:00.000Z,raniganj-south-slope,zone-a,SN-102,3.92,0.70,0.49,0.08,1.07,0.05,0.79,31,81,Normal
750,2026-02-01T06:00:00.000Z,raniganj-south-slope,zone-d,SN-102,8.13,2.31,1.71,0.55,3.76,0.26,2.31,48,77,Warning
751,2026-02-01T07:00:00.000Z,korba-west-bench,zone-a,PZ-401,2.36,0.76,0.24,0.10,1.38,0.04,0.51,15,95,Normal
752,2026-02-01T08:00:00.000Z,raniganj-south-slope,zone-a,PZ-401,1.90,0.29,0.56,0.14,0.05,0.13,0.12,23,84,Normal
753,2026-02-01T09:00:00.000Z,korba-west-bench,zone-d,EX-201,4.46,0.61,0.63,0.03,1.20,0.02,0.79,25,94,Normal
754,2026-02-01T10:00:00.000Z,singareni-s4,zone-d,SN-101,3.45,0.19,0.25,0.12,1.19,0.05,0.10,36,61,Normal
755,2026-02-01T11:00:00.000Z,singareni-s4,zone-b,EX-201,24.89,3.53,2.56,1.11,10.10,2.40,6.13,80,64,Critical
756,2026-02-01T12:00:00.000Z,singareni-s4,zone-a,SN-102,5.94,1.46,1.56,0.32,3.25,0.60,1.88,50,70,Warning
757,2026-02-01T13:00:00.000Z,raniganj-south-slope,zone-c,SN-102,3.70,0.75,0.62,0.07,0.26,0.09,0.37,39,99,Normal
758,2026-02-01T14:00:00.000Z,singareni-s4,zone-d,EX-201,6.62,2.29,1.90,0.45,1.82,0.59,1.49,43,77,Warning
759,2026-02-01T15:00:00.000Z,korba-west-bench,zone-b,SN-101,9.70,1.32,2.37,0.57,3.77,0.39,2.45,36,93,Warning
760,2026-02-01T16:00:00.000Z,raniganj-south-slope,zone-d,TL-301,2.53,0.72,0.15,0.03,0.12,0.01,1.08,27,84,Normal
761,2026-02-01T17:00:00.000Z,jharia-open-pit,zone-a,SN-102,9.67,1.31,1.92,0.43,3.55,0.36,1.74,42,65,Warning
762,2026-02-01T18:00:00.000Z,singareni-s4,zone-b,SN-102,10.59,1.19,1.41,0.44,2.55,0.31,1.73,59,85,Warning
763,2026-02-01T19:00:00.000Z,jharia-open-pit,zone-d,TL-301,1.08,0.03,0.25,0.14,1.44,0.14,0.92,25,60,Normal
764,2026-02-01T20:00:00.000Z,korba-west-bench,zone-c,PZ-401,2.72,0.37,0.34,0.12,0.12,0.15,0.10,36,88,Normal
765,2026-02-01T21:00:00.000Z,singareni-s4,zone-a,SN-101,20.95,5.94,4.57,0.93,12.87,2.45,5.02,66,88,Critical
766,2026-02-01T22:00:00.000Z,singareni-s4,zone-a,PZ-401,5.39,1.59,2.45,0.19,2.55,0.46,1.23,51,99,Warning
767,2026-02-01T23:00:00.000Z,raniganj-south-slope,zone-b,SN-101,0.65,0.41,0.10,0.09,1.06,0.17,0.74,30,62,Normal
768,2026-02-02T00:00:00.000Z,singareni-s4,zone-b,TL-301,7.14,1.76,1.61,0.15,4.56,0.53,1.58,52,89,Warning
769,2026-02-02T01:00:00.000Z,raniganj-south-slope,zone-c,TL-301,3.35,0.02,0.26,0.13,0.99,0.02,1.18,17,86,Normal
770,2026-02-02T02:00:00.000Z,raniganj-south-slope,zone-c,TL-301,3.86,0.58,0.72,0.02,0.90,0.01,0.32,39,62,Normal
771,2026-02-02T03:00:00.000Z,raniganj-south-slope,zone-d,TL-301,3.26,0.48,0.18,0.04,0.88,0.13,0.34,27,66,Normal
772,2026-02-02T04:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.88,0.53,0.20,0.06,1.15,0.11,0.40,21,93,Normal
773,2026-02-02T05:00:00.000Z,singareni-s4,zone-c,TL-301,2.77,0.03,0.13,0.04,0.06,0.13,0.19,35,91,Normal
774,2026-02-02T06:00:00.000Z,jharia-open-pit,zone-c,PZ-401,3.75,0.49,0.68,0.09,0.90,0.05,0.42,38,74,Normal
775,2026-02-02T07:00:00.000Z,korba-west-bench,zone-b,SN-102,0.21,0.43,0.56,0.00,0.35,0.07,0.46,37,79,Normal
776,2026-02-02T08:00:00.000Z,raniganj-south-slope,zone-c,SN-101,5.48,1.98,2.18,0.42,3.94,0.36,1.53,35,70,Warning
777,2026-02-02T09:00:00.000Z,singareni-s4,zone-d,EX-201,0.48,0.51,0.53,0.02,0.93,0.00,,25,97,Normal
778,2026-02-02T10:00:00.000Z,korba-west-bench,zone-d,EX-201,3.19,0.51,0.70,0.01,0.21,0.05,0.03,24,79,Normal
779,2026-02-02T11:00:00.000Z,singareni-s4,zone-a,SN-102,4.14,0.14,0.52,0.08,0.62,0.12,0.77,36,94,Normal
780,2026-02-02T12:00:00.000Z,jharia-open-pit,zone-b,EX-201,8.63,1.93,1.34,0.33,3.08,0.69,2.03,50,99,Warning
781,2026-02-02T13:00:00.000Z,singareni-s4,zone-c,TL-301,6.79,1.50,0.83,0.43,4.11,0.23,2.58,59,61,Warning
782,2026-02-02T14:00:00.000Z,singareni-s4,zone-a,SN-101,7.73,1.03,2.44,0.39,1.97,0.38,1.83,61,60,Warning
783,2026-02-02T15:00:00.000Z,jharia-open-pit,zone-a,SN-102,3.33,0.08,0.51,0.13,0.47,0.09,0.42,37,81,Normal
784,2026-02-02T16:00:00.000Z,jharia-open-pit,zone-a,TL-301,9.72,0.98,2.15,0.17,4.64,0.28,1.68,61,75,Warning
785,2026-02-02T17:00:00.000Z,korba-west-bench,zone-a,SN-102,0.08,0.71,0.53,0.13,0.18,0.18,0.15,39,94,Normal
786,2026-02-02T18:00:00.000Z,korba-west-bench,zone-d,TL-301,8.85,1.45,0.95,0.29,2.67,0.48,1.95,62,62,Warning
787,2026-02-02T19:00:00.000Z,singareni-s4,zone-c,PZ-401,7.19,1.59,2.36,0.50,3.31,0.59,1.91,50,68,Warning
788,2026-02-02T20:00:00.000Z,singareni-s4,zone-b,SN-102,1.90,0.65,0.67,0.01,0.86,0.11,1.19,36,79,Normal
789,2026-02-02T21:00:00.000Z,jharia-open-pit,zone-c,TL-301,9.94,1.16,2.39,0.21,4.58,0.28,2.22,57,66,Warning
790,2026-02-02T22:00:00.000Z,jharia-open-pit,zone-d,TL-301,10.17,1.20,1.66,0.17,2.06,0.73,1.98,59,82,Warning
791,2026-02-02T23:00:00.000Z,jharia-open-pit,zone-a,TL-301,0.09,0.07,0.14,0.05,0.18,0.04,1.15,27,96,Normal
792,2026-02-03T00:00:00.000Z,korba-west-bench,zone-c,TL-301,6.93,2.35,2.06,0.45,1.89,0.74,2.89,49,67,Warning
793,2026-02-03T01:00:00.000Z,korba-west-bench,zone-b,SN-101,5.92,0.86,1.98,0.48,3.36,0.51,2.10,51,60,Warning
794,2026-02-03T02:00:00.000Z,jharia-open-pit,zone-b,SN-101,3.05,0.42,0.07,0.12,0.71,0.18,1.12,39,82,Normal
795,2026-02-03T03:00:00.000Z,jharia-open-pit,zone-c,EX-201,2.47,0.02,0.50,0.05,0.28,0.13,0.80,21,80,Normal
796,2026-02-03T04:00:00.000Z,singareni-s4,zone-d,PZ-401,2.12,0.34,0.35,0.04,1.31,0.09,0.08,20,81,Normal
797,2026-02-03T05:00:00.000Z,jharia-open-pit,zone-a,TL-301,5.85,2.27,1.60,0.53,3.90,0.72,1.97,49,68,Warning
798,2026-02-03T06:00:00.000Z,singareni-s4,zone-d,SN-102,0.13,0.63,0.71,0.04,1.43,0.15,0.66,32,88,Normal
799,2026-02-03T07:00:00.000Z,korba-west-bench,zone-c,SN-102,7.52,1.34,0.91,0.29,3.54,0.53,2.97,37,69,Warning
800,2026-02-03T08:00:00.000Z,jharia-open-pit,zone-a,SN-101,3.53,0.08,0.18,0.07,0.84,0.10,0.90,22,86,Normal
801,2026-02-03T09:00:00.000Z,singareni-s4,zone-b,SN-101,5.82,1.98,1.28,0.53,3.85,0.40,2.35,39,73,Warning
802,2026-02-03T10:00:00.000Z,korba-west-bench,zone-b,PZ-401,8.11,2.29,2.36,0.60,1.96,0.38,2.38,57,69,Warning
803,2026-02-03T11:00:00.000Z,korba-west-bench,zone-a,SN-102,9.47,1.74,0.95,0.53,2.11,0.28,2.86,64,66,Warning
804,2026-02-03T12:00:00.000Z,singareni-s4,zone-d,PZ-401,11.10,1.18,1.41,0.41,3.55,0.32,2.57,40,60,Warning
805,2026-02-03T13:00:00.000Z,raniganj-south-slope,zone-d,SN-101,28.29,4.50,4.15,1.32,7.20,1.93,5.12,92,77,Critical
806,2026-02-03T14:00:00.000Z,korba-west-bench,zone-d,EX-201,4.03,0.48,0.67,0.09,1.02,0.05,1.04,38,67,Normal
807,2026-02-03T15:00:00.000Z,singareni-s4,zone-c,SN-102,1.09,0.40,0.19,0.05,0.59,0.07,0.38,33,80,Normal
808,2026-02-03T16:00:00.000Z,raniganj-south-slope,zone-d,TL-301,13.51,2.49,3.19,1.62,6.08,1.63,5.03,64,87,Critical
809,2026-02-03T17:00:00.000Z,raniganj-south-slope,zone-b,EX-201,0.10,0.47,0.63,0.05,0.28,0.08,0.36,36,84,Normal
810,2026-02-03T18:00:00.000Z,raniganj-south-slope,zone-a,EX-201,1.53,0.58,0.31,0.02,0.01,0.13,0.72,25,85,Normal
811,2026-02-03T19:00:00.000Z,singareni-s4,zone-d,SN-101,8.78,1.88,1.29,0.25,2.08,0.73,1.33,56,75,Warning
812,2026-02-03T20:00:00.000Z,jharia-open-pit,zone-b,SN-101,0.73,0.61,0.11,0.11,0.76,0.11,0.37,15,81,Normal
